Domain name,Domain type,Agency,Organization name,City,State,Security contact email
tppfl.gov,City,Non-Federal Agency,Town of Pembroke Park,Pembroke Park,FL,(blank)
traversecitymi.gov,City,Non-Federal Agency,City of Traverse City,Traverse City,MI,lutzs@traversecitymi.gov
tremontil.gov,City,Non-Federal Agency,"Haas IT Solutions, Inc.",Tremont,IL,info@haasit.com
trentonga.gov,City,Non-Federal Agency,City of Trenton,trenton,GA,(blank)
trentonoh.gov,City,Non-Federal Agency,City of Trenton,Trenton,OH,lgreen@trentonoh.gov
trfmn.gov,City,Non-Federal Agency,City of Thief River Falls,Thief River Falls,MN,website@citytrf.net
trinityal.gov,City,Non-Federal Agency,Town of Trinity Alabama,Trinity,AL,(blank)
trinity-nc.gov,City,Non-Federal Agency,City of Trinity,Trinity,NC,cpostell@trinity-nc.gov
trophyclubtx.gov,City,Non-Federal Agency,Town of Trophy Club,Trophy Club,TX,support@trophyclub.org
troutdaleoregon.gov,City,Non-Federal Agency,City of Troutdale,Troutdale,OR,erich.mueller@troutdaleoregon.gov
troutmannc.gov,City,Non-Federal Agency,Town of Troutman,Troutman,NC,(blank)
troyal.gov,City,Non-Federal Agency,City of Troy,Troy,AL,security@troyal.gov
troymi.gov,City,Non-Federal Agency,City of Troy,Troy,MI,(blank)
troyny.gov,City,Non-Federal Agency,"City of Troy, NY",Troy,NY,helpdesk@troyny.gov
troyohio.gov,City,Non-Federal Agency,"City of Troy, Ohio",Troy,OH,(blank)
troypolicemo.gov,City,Non-Federal Agency,Troy Missouri Police Department,Troy,MO,dtienter@troypolice.com
troytn.gov,City,Non-Federal Agency,Town of Troy,TROY,TN,mcturner@troytn.com
troywalworthwi.gov,City,Non-Federal Agency,Town of Troy,East Troy,WI,deputy@troywalworthwi.gov
troywistcroix.gov,City,Non-Federal Agency,Town of Troy,Hudson,WI,troydeputyclerk@baldwin-telecom.net
trumansburg-ny.gov,City,Non-Federal Agency,Village of Trumansburg,Trumansburg,NY,jbrehm@hpmtechservices.com
trumbull-ct.gov,City,Non-Federal Agency,Town of Trumbull,Trumbull,CT,(blank)
truro-ma.gov,City,Non-Federal Agency,Town of Truro,Truro,MA,dwennerberg@truro-ma.gov
trussville.gov,City,Non-Federal Agency,City of Trussville,Trussville,AL,support@trussville.org
tryonnc.gov,City,Non-Federal Agency,Town of Tryon,Tryon,NC,planning@tryon-nc.com
ttd.gov,City,Non-Federal Agency,Third Taxing District,Norwalk,CT,vtiganila@netologyllc.com
tualatin.gov,City,Non-Federal Agency,City of Tualatin,Tualatin,OR,(blank)
tualatinoregon.gov,City,Non-Federal Agency,City of Tualatin,Tualatin,OR,(blank)
tuckerga.gov,City,Non-Federal Agency,"City of Tucker, GA",Tucker,GA,(blank)
tucsonaz.gov,City,Non-Federal Agency,City of Tucson,Tucson,AZ,Chong.Cornn@tucsonaz.gov
tuftonboronh.gov,City,Non-Federal Agency,Town of Tuftonboro,Tuftonboro,NH,tsawyer@lakesregioncomputer.com
tukwilawa.gov,City,Non-Federal Agency,City of Tukwila,Tukwila,WA,(blank)
tulia-tx.gov,City,Non-Federal Agency,Town of Tulla,Tulia,TX,(blank)
tullahomatn.gov,City,Non-Federal Agency,City of Tullahoma,Tullahoma,TN,djernigan@tullahomatn.gov
tumwaterwa.gov,City,Non-Federal Agency,City of Tumwater,Tumwater,WA,it_division@ci.tumwater.wa.us
tunktwppolice.gov,City,Non-Federal Agency,Tunkhannock Township Police,Tunkhannock,PA,tunktwppolice@yahoo.com
tupeloms.gov,City,Non-Federal Agency,City Of Tupelo,Tupelo,MS,david.king@tupeloms.gov
tupperlakeny.gov,City,Non-Federal Agency,Village of Tupper Lake,Tupper Lake,NY,(blank)
turlockca.gov,City,Non-Federal Agency,City of Turlock,Turlock,CA,security@turlock.ca.us
turneroregon.gov,City,Non-Federal Agency,City of Turner,Turner,OR,ITsupport@keizer.org
tusayan-az.gov,City,Non-Federal Agency,Town of Tusayan,Tusayan,AZ,it_team@parksidetech.com
tusayanaz.gov,City,Non-Federal Agency,Town of Tusayan,Grand Canyon,AZ,it_team@parksidetech.com
tuscaloosa-al.gov,City,Non-Federal Agency,"City of Tuscaloosa, AL",Tuscaloosa,AL,kgriffin@tuscaloosa.com
tuskegeealabama.gov,City,Non-Federal Agency,City of Tuskegee,Tuskegee,AL,(blank)
tuttleok.gov,City,Non-Federal Agency,City of Tuttle,Tuttle,OK,it@tuttleok.gov
tuxedopark-ny.gov,City,Non-Federal Agency,Village Of Tuxedo Park,Tuxedo Park,NY,edoherty@tuxedopark-ny.gov
twinlakeswi.gov,City,Non-Federal Agency,Village of Twin Lakes,Twin Lakes,WI,clerk@twinlakeswi.gov
twoharborsmn.gov,City,Non-Federal Agency,City of Two Harbors,Two Harbors,MN,(blank)
twpoceannj.gov,City,Non-Federal Agency,Township of Ocean,Waretown,NJ,(blank)
tylermn.gov,City,Non-Federal Agency,City of Tyler,Tyler,MN,cityadmin@heartlandpower.org
tylertexas.gov,City,Non-Federal Agency,City of Tyler,Tyler,TX,itsysadmins@tylertexas.com
tyngsboroughma.gov,City,Non-Federal Agency,"Town of Tyngsborough, MA",Tyngsborough,MA,(blank)
tyringham-ma.gov,City,Non-Federal Agency,Town of Tyringham,Tyringham,MA,(blank)
tyronega.gov,City,Non-Federal Agency,Town of Tyrone,Tyrone,GA,(blank)
uctx.gov,City,Non-Federal Agency,City of Universal City,Universal City,TX,CityManager@UCTX.Gov
umatilla.gov,City,Non-Federal Agency,City of Umatilla,Umatilla,OR,domains@umatilla-city.org
underhillvt.gov,City,Non-Federal Agency,Town of Underhill,"Underhill, Ctr",VT,(blank)
unionbeachnj.gov,City,Non-Federal Agency,Union Beach Borough,Union Beach,NJ,aostervich@unionbeachnj.gov
unioncity-in.gov,City,Non-Federal Agency,City of Union City,Union City,IN,(blank)
unioncityok.gov,City,Non-Federal Agency,Town of Union City,Union City,OK,(blank)
unioncitytn.gov,City,Non-Federal Agency,City of Union City,Union City,TN,(blank)
uniongapwa.gov,City,Non-Federal Agency,City of Union Gap,Union Gap,WA,(blank)
unionmissouri.gov,City,Non-Federal Agency,City of Union,Union,MO,tech@aqmit.com
unionspringsal.gov,City,Non-Federal Agency,City of Union Springs,Union Springs,AL,rodney@ram-computers.net
uniontwp-hcnj.gov,City,Non-Federal Agency,"Township of Union, Hunterdon County",Hampton,NJ,cfo@uniontwp-hcnj.org
universalcitytexas.gov,City,Non-Federal Agency,City of Universal City,Universal City,TX,(blank)
unk.gov,City,Non-Federal Agency,City of Unalakleet,Unalakleet,AK,cityunk@gmail.com
uplandca.gov,City,Non-Federal Agency,City of Upland,Upland,CA,richard@ci.upland.ca.us
uplandsparkmo.gov,City,Non-Federal Agency,"Village of Uplands Park, MO",Uplands Park,MO,(blank)
upperarlingtonoh.gov,City,Non-Federal Agency,City of Upper Arlington,Upper Arlington,OH,jsiebert@uaoh.net
uppermarlboromd.gov,City,Non-Federal Agency,Town of Upper Marlboro,Upper Marlboro,MD,ksnyder@UppermarlboroMD.gov
upperuwchlan-pa.gov,City,Non-Federal Agency,Upper Uwchlan Township,Chester Springs,PA,(blank)
uptonma.gov,City,Non-Federal Agency,Town of Upton,Upton,MA,ccarron@uptonma.gov
urbanail.gov,City,Non-Federal Agency,"City of Urbana, Illinois",Urbana,IL,IT@urbanaillinois.us
urbannava.gov,City,Non-Federal Agency,Town of Urbanna,Urbanna,VA,m.rodenburg@urbannava.gov
utica-il.gov,City,Non-Federal Agency,Village of North Utica,Utica,IL,director@utica-il.gov
uvaldetx.gov,City,Non-Federal Agency,City of Uvalde,Uvalde,TX,abuse@uvaldetx.gov
uxbridge-ma.gov,City,Non-Federal Agency,"Uxbridge, Town of",Uxbridge,MA,bbettencourt@uxbridge-ma.gov
vail.gov,City,Non-Federal Agency,Town of Vail,Vail,CO,secops@vailgov.com
valdesenc.gov,City,Non-Federal Agency,Town of Valdese,Valdese,NC,(blank)
valdezak.gov,City,Non-Federal Agency,City of Valdez,Valdez,AK,(blank)
valentinene.gov,City,Non-Federal Agency,City of Valentine,Valentine,NE,(blank)
vallejo.gov,City,Non-Federal Agency,City of Vallejo,Vallejo,CA,networkadmins@cityofvallejo.net
valparaisoin.gov,City,Non-Federal Agency,City Of Valparaiso,Valparaiso,IN,ppryor@valpo.us
vancouver.gov,City,Non-Federal Agency,City of Vancouver,Vancouver,WA,help.desk@cityofvancouver.us
vandenbroekwi.gov,City,Non-Federal Agency,Town of Vandenbroek,Kaukauna,WI,clerk@townofvandenbroek.org
vanmeteria.gov,City,Non-Federal Agency,"City of Van Meter, Iowa",Van Meter,IA,service@vc3.com
vantx.gov,City,Non-Federal Agency,City of Van,Van,TX,mdavis@vantx.gov
vbhil.gov,City,Non-Federal Agency,Village of Barrington Hills,Barrington Hills,IL,(blank)
venetaoregon.gov,City,Non-Federal Agency,City of Veneta,Veneta,OR,ahaxby@ci.veneta.or.us
venicefl.gov,City,Non-Federal Agency,City of Venice,Venice,FL,itnotifications@venicefl.gov
vermontville-mi.gov,City,Non-Federal Agency,Vermontville MI,Vermontville,MI,support@itright.com
vermontvilletownshipmi.gov,City,Non-Federal Agency,Vermontville Township,Vermontville,MI,treasurer@vermontvilletownship.org
vernal.gov,City,Non-Federal Agency,Vernal City,Vernal,UT,alarsen@vernalcity.org
vernon-ct.gov,City,Non-Federal Agency,Town of Vernon Connecticut,Vernon,CT,information@vernon-ct.gov
vernonia-or.gov,City,Non-Federal Agency,City of Vernonia,Vernonia,OR,(blank)
vernontwp-pa.gov,City,Non-Federal Agency,VERNON TOWNSHIP,Meadville,PA,(blank)
vernontx.gov,City,Non-Federal Agency,City of Vernon,VERNON,TX,DBOAT@VERNONTX.GOV
vernonvt.gov,City,Non-Federal Agency,Town of Vernon,Vernon,VT,security@vernonvt.org
veronanj.gov,City,Non-Federal Agency,Township of Verona,Verona,NJ,mmccormack@veronanj.org
veronawi.gov,City,Non-Federal Agency,City of Verona,Verona,WI,(blank)
vestalny.gov,City,Non-Federal Agency,Town of Vestal,Vestal,NY,dwilliams@vestalny.com
victoriamn.gov,City,Non-Federal Agency,City of Victoria,Victoria,MN,abuse@ci.victoria.mn.us
victoriatx.gov,City,Non-Federal Agency,City of victoria,Victoria,TX,abuse@victoriatx.org
victoridaho.gov,City,Non-Federal Agency,City of Victor,Victor,ID,jeremyb@victorcityidaho.com
victorvilleca.gov,City,Non-Federal Agency,City of Victorville,Victorville,CA,tthomas@victorvilleca.gov
victorygardensnj.gov,City,Non-Federal Agency,BOROUGH OF VICTORY GARDENS,Victory Gardens,NJ,(blank)
vidaliaga.gov,City,Non-Federal Agency,City of Vidalia,Vidalia,GA,jalexander@totaltechgroup.com
vidaliala.gov,City,Non-Federal Agency,"City of Vidalia, LA.",Vidalia,LA,itcal@cityofvidaliala.com
viennava.gov,City,Non-Federal Agency,TOWN OF VIENNA (va) GOVERNMENT,VIENNA,VA,(blank)
viennawi.gov,City,Non-Federal Agency,Town of Vienna,DeForest,WI,deputy@viennawi.gov
villageofalbionny.gov,City,Non-Federal Agency,Village of Albion,Albion,NY,tvanskiver@villageofalbionny.com
villageofallouezwi.gov,City,Non-Federal Agency,Village of Allouez,Green Bay,WI,brad.lange@villageofallouezwi.gov
villageofalmondwi.gov,City,Non-Federal Agency,Village of Almond,Almond,WI,valmond8171@gmail.com
villageofarenawi.gov,City,Non-Federal Agency,Village of Arena,Arena,WI,vilarena@villageofarena.net
villageofavocawi.gov,City,Non-Federal Agency,Village of Avoca,Avoca,WI,vilavoca@mhtc.net
villageofbabylonny.gov,City,Non-Federal Agency,Village of Babylon,Babylon,NY,(blank)
villageofbearlakemi.gov,City,Non-Federal Agency,Village of Bear Lake,Bear Lake,MI,bearlakemi.it@gmail.com
villageofbellevuewi.gov,City,Non-Federal Agency,Village of Bellevue,Bellevue,WI,timh@villageofbellevue.org
villageofcallawayne.gov,City,Non-Federal Agency,Village Of Callaway,Callaway,NE,(blank)
villageofcamillus-ny.gov,City,Non-Federal Agency,Village of Camillus,Camillus,NY,ccptd94@gmail.com
villageofcarbonhill-il.gov,City,Non-Federal Agency,Village of Carbon Hill,Carbon Hill,IL,itadministrator@villageofcarbonhill-il.gov
villageofcascadewi.gov,City,Non-Federal Agency,Village of Cascade,Cascade,WI,CASCADE53011@GMAIL.COM
villageofcascowi.gov,City,Non-Federal Agency,Village of Casco,Casco,WI,support@techserviceswi.com
villageofcatskillny.gov,City,Non-Federal Agency,Village of Catskill,Catskill,NY,nd-vcat@ndtmsp.com
villageofcazenoviany.gov,City,Non-Federal Agency,Village of Cazenovia,Cazenovia,NY,kurtwheeler13035@gmail.com
villageofclaytonmi.gov,City,Non-Federal Agency,Village of Clayton,Clayton,MI,villageofclayton@gmail.com
villageofclaytonwi.gov,City,Non-Federal Agency,Village of Clayton,Clayton,WI,(blank)
villageofclymanwi.gov,City,Non-Federal Agency,Village of Clyman,Clyman,WI,ctfdl@comptroub.com
villageofcolemanwi.gov,City,Non-Federal Agency,Village of Coleman,Coleman,WI,POLICE@VILLAGEOFCOLEMAN.COM
villageofcottagegrove.gov,City,Non-Federal Agency,Village of Cottage Grove,Cottage Grove,WI,lkalata@village.cottage-grove.wi.us
villageofdousman.gov,City,Non-Federal Agency,Village of Dousman,Dousman,WI,(blank)
villageofdunlap-il.gov,City,Non-Federal Agency,Village of Dunlap,Dunlap,IL,(blank)
villageofedenwi.gov,City,Non-Federal Agency,Village of Eden,Eden,WI,ctfdl@comptroub.com
villageofemersonne.gov,City,Non-Federal Agency,VILLAGE OF EMERSON,EMERSON,NE,mkrier@kriertechnologies.com
villageoffarwellmi.gov,City,Non-Federal Agency,Village Of Farwell,Farwell,MI,lisa@villageoffarwell.org
villageofforestvillewi.gov,City,Non-Federal Agency,Village of Forestville,Forestville,WI,treasurer@villageofforestville.com
villageoffremontwi.gov,City,Non-Federal Agency,Village of Fremont,Fremont,WI,fremontvillage@centurytel.net
villageofgoshen-ny.gov,City,Non-Federal Agency,Village of Goshen,Goshen,NY,Gary@itknet.net
villageofgouverneurny.gov,City,Non-Federal Agency,Village of Gouverneur,Gouverneur,NY,(blank)
villageofgraftonwi.gov,City,Non-Federal Agency,Village of Grafton,Village of Grafton,WI,pstyduhar@village.grafton.wi.us
villageofgrantsburg.gov,City,Non-Federal Agency,Village of Grantsburg,Grantsburg,WI,partner@easyitguys.com
villageofhempsteadny.gov,City,Non-Federal Agency,Inc. Village of Hemsptead,Hemsptead,NY,(blank)
villageofhempsteadpdny.gov,City,Non-Federal Agency,Hempstead Village Police Department,Hempstead,NY,cgiardino@hempsteadpd.com
villageofjacksonwi.gov,City,Non-Federal Agency,Village of Jackson,Jackson,WI,support@pros4technology.com
villageoflagrangeohio.gov,City,Non-Federal Agency,Village of Lagrange,Lagrange,OH,techs@iler.com
villageoflaurensny.gov,City,Non-Federal Agency,Village of Laurens,Laurens,NY,laurensnymayor@gmail.com
villageoflavallewi.gov,City,Non-Federal Agency,Village of LaValle,La Valle,WI,lavlib@mwt.net
villageoflindenhurstny.gov,City,Non-Federal Agency,Incorporated Village of Lindenhurst,Lindenhurst,NY,(blank)
villageoflomira.gov,City,Non-Federal Agency,Village of Lomira,Lomira,WI,villageoflomiraclerk@gmail.com
villageoflonerock-wi.gov,City,Non-Federal Agency,Village of Lone Rock,Lone Rock,WI,volr@villageoflonerock.com
villageoflongcreekil.gov,City,Non-Federal Agency,Village of Long Creek,Decatur,IL,longcreek7135@comcast.net
villageofluxemburgwi.gov,City,Non-Federal Agency,Village of Luxemburg,Luxemburg,WI,clerktreasurer@luxemburgusa.com
villageofmazomaniewi.gov,City,Non-Federal Agency,Village of Mazomanie,Mazomanie,WI,(blank)
villageofmendonmi.gov,City,Non-Federal Agency,Village of Mendon,Mendon,MI,knute@geekgeni.us
villageofmillerton-ny.gov,City,Non-Federal Agency,Village of Millerton,Millerton,NY,jjeffreys@necscorp.com
villageofminongwi.gov,City,Non-Federal Agency,VILLAGE OF MINONG,MINONG,WI,clerktreasurer.vom@outlook.com
villageofmisenheimernc.gov,City,Non-Federal Agency,Village of Misenheimer,Misenheimer,NC,(blank)
villageofmuirmi.gov,City,Non-Federal Agency,Village of Muir,Muir,MI,kyle@shumakergroup.com
villageofmukwonago.gov,City,Non-Federal Agency,Village of Mukwonago,Mukwonago,WI,ddykstra@villageofmukwonago.com
villageofnaponeene.gov,City,Non-Federal Agency,Village of Naponee,Naponee,NE,security@outlook.com
villageofnecedahwi.gov,City,Non-Federal Agency,Village of Necedah ,Necedah,WI,starojam@necedah.us
villageofnewberlinny.gov,City,Non-Federal Agency,Village of New Berlin NY,New Berlin,NY,info@chenangowebdesign.com
villageofnewhaven-mi.gov,City,Non-Federal Agency,Village of New Haven,New Haven,MI,Jason@SYO.com
villageofnewholland-oh.gov,City,Non-Federal Agency,The Village of New Holland,New Holland,OH,fiscalofficer@villageofnewholland-oh.gov
villageofnewtownohio.gov,City,Non-Federal Agency,Village of Newtown,Newtown,OH,(blank)
villageofoakdalewi.gov,City,Non-Federal Agency,Village of Oakdale,Oakdale,WI,tim@cramcenter.com
villageofoakfieldwi.gov,City,Non-Federal Agency,Village of Oakfield,Oakfield,WI,mthomas@villageofoakfieldwi.gov
villageofowegony.gov,City,Non-Federal Agency,Village of Owego,Owego,NY,lovelandj@tiogacountyny.gov
villageofpalmyrailmacoupin.gov,City,Non-Federal Agency,village of palmyra,palmyra,IL,palmyrapolicedepartment@gmail.com
villageofparkforest-il.gov,City,Non-Federal Agency,Village of Park Forest,Park Forest,IL,mgiesing@vopf.com
villageofpeninsula-oh.gov,City,Non-Federal Agency,Village of Peninsula,Peninsula,OH,(blank)
villageofpewaukeewi.gov,City,Non-Federal Agency,Village of Pewaukee,Pewaukee,WI,villagehall@villageofpewaukee.com
villageofphoenix-ny.gov,City,Non-Federal Agency,Village of Phoenix,Phoenix,NY,helpdesk@cnyric.org
villageofquogueny.gov,City,Non-Federal Agency,Village of Quogue,Quogue,NY,(blank)
villageofrhinebeckny.gov,City,Non-Federal Agency,Village of Rhinebeck,Rhinebeck,NY,gkazandjis@pcasupport.com
villageofriverbendmo.gov,City,Non-Federal Agency,The Village of River Bend,Independence,MO,reportissue@villageofriverbend.gov
villageofsaukvillewi.gov,City,Non-Federal Agency,Village of Saukville,Saukville,WI,(blank)
villageofsciooh.gov,City,Non-Federal Agency,Village of Scio,Scio,OH,(blank)
villageofscotiany.gov,City,Non-Federal Agency,Village of Scotia NY,Scotia,NY,village_of_scotia@hotmail.com
villageofsheldonwi.gov,City,Non-Federal Agency,Village of Sheldon,Sheldon,WI,joe@yellowstonecomputing.com
villageofsirenwi.gov,City,Non-Federal Agency,Village of Siren,Siren,WI,support@protutorapps.com
villageofstetsonvillewi.gov,City,Non-Federal Agency,"Stetsonville, Village of",Stetsonville,WI,(blank)
villageofstockbridgemi.gov,City,Non-Federal Agency,Village of Stockbridge,Stockbridge,MI,kps@shumakergroup.com
villageofstockbridgewi.gov,City,Non-Federal Agency,Village of Stockbridge,Stockbridge,WI,villageofstockbridgewi@gmail.com
villageofthebranchny.gov,City,Non-Federal Agency,Village of the Branch,Smithtown,NY,nforte@villageofthebranchny.gov
villageoftikiisland.gov,City,Non-Federal Agency,Village of Tiki Island,Tiki Island,TX,tikiisland@comcast.net
villageofvolente-tx.gov,City,Non-Federal Agency,Village of Volente,Volente,TX,(blank)
villageofwales.gov,City,Non-Federal Agency,Village of Wales,Wales,WI,(blank)
villageofwarrenil.gov,City,Non-Federal Agency,Village of Warren,Warren,IL,wpd5501@gmail.com
villageofwhitelaw-wi.gov,City,Non-Federal Agency,Village of Whitelaw,Whitelaw,WI,villageofwhitelaw@comcast.net
villaparkil.gov,City,Non-Federal Agency,Village of Villa Park,Villa Park,IL,support@invillapark.com
villarica.gov,City,Non-Federal Agency,Villa Rica,VILLA RICA,GA,ithelpdesks@villarica.org
vintonia.gov,City,Non-Federal Agency,City of Vinton IA,Vinton,IA,mschwan@vintoniowa.net
vintonva.gov,City,Non-Federal Agency,Town of Vinton,Vinton,VA,vintoninfo@vintonva.gov
virginiabeach.gov,City,Non-Federal Agency,City of Virginia Beach,Virginia Beach,VA,infosec@vbgov.com
virginiagardens-fl.gov,City,Non-Federal Agency,Village of Virgina Gardens,Virginia Gardens,FL,support@loxiatech.com
virginiamnpd.gov,City,Non-Federal Agency,Virginia Police Department,Virginia,MN,support@virginiapd.com
visalia.gov,City,Non-Federal Agency,City of Visalia,Visalia,CA,abuse@visalia.city
visitconwaysc.gov,City,Non-Federal Agency,City of Conway,Conway,SC,itsupport@cityofconway.com
visitgaribaldi.gov,City,Non-Federal Agency,City of Garibaldi,Garibaldi,OR,city@ci.garibaldi.or.us
vista.gov,City,Non-Federal Agency,City of Vista,Vista,CA,security@ci.vista.ca.us
vofwittenbergwi.gov,City,Non-Federal Agency,Village of Wittenberg,Wittenberg,WI,brice@cirrinity.net
vokimberlywi.gov,City,Non-Federal Agency,Village of Kimberly,Kimberly,WI,tech@vokimberly.org
volentetexas.gov,City,Non-Federal Agency,Village of Volente,Volente,TX,(blank)
voluntown.gov,City,Non-Federal Agency,Town of Voluntown,Voluntown,CT,jzelinsky@voluntown.gov
vonormytx.gov,City,Non-Federal Agency,"City of Von Ormy, Texas",Von Ormy,TX,(blank)
voterockfordil.gov,City,Non-Federal Agency,Rockford Board of Election Commissioners,Rockford,IL,helpdesk@impactnetworking.com
wacotx.gov,City,Non-Federal Agency,City of Waco,Waco,TX,mikes@wacotx.gov
wadesboronc.gov,City,Non-Federal Agency,Town of Wadesboro,Wadesboro,NC,(blank)
wadleyga.gov,City,Non-Federal Agency,City of Wadley,Wadley,GA,andy.stouder@proclaimtechservices.com
waeldertexas.gov,City,Non-Federal Agency,City of Waelder,Waelder,TX,info@winkstechsolutions.com
waitehilloh.gov,City,Non-Federal Agency,Village of Waite Hill,Waite Hill,OH,(blank)
waitsfieldvt.gov,City,Non-Federal Agency,Town of Waitsfield,Waitsfield,VT,(blank)
wakeforestnc.gov,City,Non-Federal Agency,Town of Wake Forest,Wake Forest,NC,mis@wakeforestnc.gov
waldentn.gov,City,Non-Federal Agency,Town of Walden,Signal Mountain,TN,(blank)
waldenvt.gov,City,Non-Federal Agency,Town of Walden,West Danville,VT,tc@waldenvt.gov
waldportoregon.gov,City,Non-Federal Agency,City of Waldport,Waldport,OR,dann.cutter@waldport.org
walesmaine.gov,City,Non-Federal Agency,"Wales, Maine",Wales,ME,walesitman@gmail.com
walker-la.gov,City,Non-Federal Agency,Town of Walker,Walker,LA,(blank)
walkermi.gov,City,Non-Federal Agency,City of Walker,Grand Rapids,MI,soc@walker.city
walkersvillemd.gov,City,Non-Federal Agency,"Burgess & Commissioners of Walkersville, MD",Walkersville,MD,(blank)
wallacenc.gov,City,Non-Federal Agency,Town of Wallace,Wallace,NC,(blank)
wallawallawa.gov,City,Non-Federal Agency,City of Walla Walla,Walla Walla,WA,ddalan@wallawallawa.gov
wallingfordct.gov,City,Non-Federal Agency,Town of Wallingford,Wallingford,CT,(blank)
wallnj.gov,City,Non-Federal Agency,Township of Wall,Wall Township,NJ,(blank)
walnutcreekca.gov,City,Non-Federal Agency,City of Walnut Creek,Walnut Creek,CA,italarms@walnut-creek.org
walnutcreekpdca.gov,City,Non-Federal Agency,City of Walnut Creek,Walnut Creek,CA,italarms@walnut-creek.org
walnutgrovemo.gov,City,Non-Federal Agency,Walnut Grove Police Department,Walnut Grove,MO,wgpd1401@gmail.com
walpole-ma.gov,City,Non-Federal Agency,Town of Walpole,Walpole,MA,(blank)
waltonhillsohio.gov,City,Non-Federal Agency,Village of Walton Hills,Walton Hills,OH,(blank)
wanatah-in.gov,City,Non-Federal Agency,"Town of Wanatah, Indiana",Wanatah,IN,(blank)
wapelloia.gov,City,Non-Federal Agency,IT Department,Wapello,IA,techs@reliablenetworksolutions.com
wappingersfallsny.gov,City,Non-Federal Agency,Village of Wappingers falls,Wappingers Falls,NY,websitesecurity@wappingersfallsny.gov
wardsborovt.gov,City,Non-Federal Agency,Town of Wardsboro,Wardsboro,VT,info@growth-marketing-agency.com
wareshoalssc.gov,City,Non-Federal Agency,Town Of Ware Shoals,Ware Shoals,SC,blewis@wspolice.org
warnernh.gov,City,Non-Federal Agency,Town of Warner,Warner,NH,security@dimentech.com
warnerrobinsga.gov,City,Non-Federal Agency,City of Warner Robins,Warner Robins,GA,security@wrga.gov
warracres-ok.gov,City,Non-Federal Agency,City of Warr Acres Attn: Darryl Goodman,Warr Acres,OK,webmaster@warracres-ok.gov
warrenct.gov,City,Non-Federal Agency,Town of Warren,Warren,CT,SECURITY@WARRENCT.GOV
warren-ma.gov,City,Non-Federal Agency,Town of Warren,Warren,MA,selectmen@warren-ma.gov
warrenmi.gov,City,Non-Federal Agency,City of Warren,Warren,MI,shakim@cityofwarren.org
warrenri.gov,City,Non-Federal Agency,Warren Police Department,Warren,RI,denisepotvin@warrenri.gov
warrensburg-mo.gov,City,Non-Federal Agency,City of Warrensburg ,Warrensburg,MO,it@warrensburg-mo.com
warrentonga.gov,City,Non-Federal Agency,City of Warrenton,Warrenton,GA,(blank)
warrentonva.gov,City,Non-Federal Agency,Town of Warrenton,Warrenton,VA,(blank)
warwickbucks.gov,City,Non-Federal Agency,Warwick Township,Jamison,PA,info@warwick-township.org
warwickri.gov,City,Non-Federal Agency,City of Warwick,Warwick,RI,mis_group@warwickri.gov
washburnclarkwi.gov,City,Non-Federal Agency,Town of Washburn,Neillsville,WI,chair@townofwashburn.net
washingtonboro-nj.gov,City,Non-Federal Agency,Borough of Washington,Washington,NJ,(blank)
washingtonga.gov,City,Non-Federal Agency,City of Washington,Washington,GA,salberti@capitaldatainc.com
washingtoniowa.gov,City,Non-Federal Agency,City of Washington,Washington,IA,(blank)
washingtonisland-wi.gov,City,Non-Federal Agency,Town of Washington,Washington Island,WI,(blank)
washington-ma.gov,City,Non-Federal Agency,Town of Washington,Washington,MA,(blank)
washingtonnc.gov,City,Non-Federal Agency,City of Washington,Washington,NC,aolsen@washingtonnc.gov
washingtonpa.gov,City,Non-Federal Agency,Washington Police Department,Washington,PA,(blank)
washingtontwpacpa.gov,City,Non-Federal Agency,Washington Township Armstrong County PA,Adrian,PA,amummert@psats.org
washingtonva.gov,City,Non-Federal Agency,Town of Washington Virginia,Washington,VA,(blank)
washingtonville-ny.gov,City,Non-Federal Agency,Village of Wasingtonville,Washingtonville,NY,(blank)
washmo.gov,City,Non-Federal Agency,City of Washington Missouri,Washington,MO,(blank)
wataugatx.gov,City,Non-Federal Agency,"City of Watauga, TX",Watauga,TX,mis@wataugatx.org
watchungnj.gov,City,Non-Federal Agency,Borough of Watchung,Watchung,NJ,(blank)
waterboromaine.gov,City,Non-Federal Agency,Town of Waterboro,East Waterboro,ME,(blank)
waterboro-me.gov,City,Non-Federal Agency,"Town of Waterboro, Maine",East Waterboro,ME,(blank)
waterfordmi.gov,City,Non-Federal Agency,Charter Township of Waterford,Waterford,MI,(blank)
waterfordvt.gov,City,Non-Federal Agency,Town of Waterford,Lower Waterford,VT,mike.barrett@waterfordvt.gov
waterfordwi.gov,City,Non-Federal Agency,Village of Waterford,Waterford,WI,cschauer@waterfordwi.org
waterlooin.gov,City,Non-Federal Agency,Town of Waterloo,Waterloo,IN,jon@prowmediagroup.com
waterlootwpmi.gov,City,Non-Federal Agency,Waterloo Township,Munith,MI,(blank)
watertown-ma.gov,City,Non-Federal Agency,City of Watertown,Watertown,MA,cmcclure@watertown-ma.gov
watertownmi.gov,City,Non-Federal Agency,Watertown Charter Township,Grand Ledge,MI,(blank)
watertownmn.gov,City,Non-Federal Agency,City of Watertown,Watertown,MN,support@loffler.com
watertown-ny.gov,City,Non-Federal Agency,City of Watertown,Watertown,NY,itdept@watertown-ny.gov
