Domain name,Domain type,Agency,Organization name,City,State,Security contact email
nevadaunclaimedproperty.gov,State or territory,Non-Federal Agency,Nevada Enterprise IT,Carson City,NV,rdanderson@nevadatreasurer.gov
newcc.gov,State or territory,Non-Federal Agency,Nebraska Workers' Compensation Court,Lincoln,NE,security@newcc.gov
newengland511.gov,State or territory,Non-Federal Agency,State of Vermont,Montpelier,VT,(blank)
newhampshire.gov,State or territory,Non-Federal Agency,State of New Hampshire,Concord,NH,nh-cic@doit.nh.gov
newjerseybusiness.gov,State or territory,Non-Federal Agency,Office of Information Technology,Trenton,NJ,isu@tech.nj.gov
newjersey.gov,State or territory,Non-Federal Agency,State of New Jersey,Trenton,NJ,Oit.vipadmin@tech.nj.gov
newjerseyhomekeeper.gov,State or territory,Non-Federal Agency,New Jersey Housing and Mortgage Finance,Trenton,NJ,(blank)
newmexico.gov,State or territory,Non-Federal Agency,Dept. of Information Technology,Santa Fe,NM,lorenzo.ornelas@state.nm.us
newyorkhealth.gov,State or territory,Non-Federal Agency,New York State Department of Health,Albany,NY,(blank)
ngla.gov,State or territory,Non-Federal Agency,Louisiana Military Department,Alexandria,LA,(blank)
nh.gov,State or territory,Non-Federal Agency,State of New Hampshire,Concord,NH,nh-cic@doit.nh.gov
njcares.gov,State or territory,Non-Federal Agency,"Department of Law and Public Safety, Office of the Attorney General",Trenton,NJ,LPSSECOPS@njoag.gov
njccc.gov,State or territory,Non-Federal Agency,NJ Casino Control Commission,Atlantic City,NJ,brett.williams@ccc.nj.gov
njchildsupport.gov,State or territory,Non-Federal Agency,Department of Human Services Division of Family Development,Trenton,NJ,(blank)
njcivilrights.gov,State or territory,Non-Federal Agency,"State of NJ, Dept. of Law and Public Safety, Office of the Attorney General",Trenton,NJ,LPSSECOPS@NJOAG.GOV
njconsumeraffairs.gov,State or territory,Non-Federal Agency,"State of New Jersey, Dept. of Law & Pub. Safety, Office of the Attorney General",Trenton,NJ,(blank)
njcourts.gov,State or territory,Non-Federal Agency,NJ Judiciary,Trenton,NJ,(blank)
njdcj.gov,State or territory,Non-Federal Agency,NJ Department of Law and Public Safety,Trenton,NJ,njccic@cyber.nj.gov
njdge.gov,State or territory,Non-Federal Agency,New Jersey Department of Law and Public Safety,Trenton,NJ,njccic@cyber.nj.gov
njeda.gov,State or territory,Non-Federal Agency,New Jersey Economic Development Authority,Trenton,NJ,pmcmillan@njeda.com
nj.gov,State or territory,Non-Federal Agency,State of New Jersey,Trenton,NJ,Oit.vipadmin@tech.nj.gov
njgunstat.gov,State or territory,Non-Federal Agency,"NJ Law and Public Safety, Office of the Attorney General",Trenton,NJ,LPSSECOPS@NJOAG.GOV
njhelps.gov,State or territory,Non-Federal Agency,Department of Human Services Division of Family Development,Trenton,NJ,(blank)
njhmfa.gov,State or territory,Non-Federal Agency,New Jersey Housing and Mortgage Finance Agency (NJHMFA),Trenton,NJ,(blank)
njhomekeeper.gov,State or territory,Non-Federal Agency,New Jersey Housing and Mortgage Finance Agency,Trenton,NJ,(blank)
njhomelandsecurity.gov,State or territory,Non-Federal Agency,New Jersey Office of Homeland Security and Preparedness,Hamilton,NJ,(blank)
njhousing.gov,State or territory,Non-Federal Agency,New Jersey Housing and Mortgage Finance Agency,Trenton,NJ,(blank)
njhousingresourcecenter.gov,State or territory,Non-Federal Agency,NJHMFA,Trenton,NJ,(blank)
njhrc.gov,State or territory,Non-Federal Agency,NJHMFA,Trenton,NJ,(blank)
njhumantrafficking.gov,State or territory,Non-Federal Agency,"State of New Jersey, Dept. of Law & Pub. Safety, Office of the Attorney General",Trenton,NJ,matthew.kraemer@njoag.gov
njib.gov,State or territory,Non-Federal Agency,New Jersey Infrastructure Bank,Lawrenceville,NJ,domain-names@njib.gov
njleg.gov,State or territory,Non-Federal Agency,NJ Office of Legislative Services,Trenton,NJ,(blank)
njmedicalboard.gov,State or territory,Non-Federal Agency,"State of New Jersey, Dept. of Law & Pub. Safety, Office of the Attorney General",Trenton,NJ,matthew.kraemer@njoag.gov
njoag.gov,State or territory,Non-Federal Agency,"State of NJ, Office of the Attorney General",Trenton,NJ,LPSSECOPS@NJOAG.GOV
njohsp.gov,State or territory,Non-Federal Agency,New Jersey Office of Homeland Security and Preparedness,Hamilton,NJ,(blank)
njoneapp.gov,State or territory,Non-Federal Agency,Division of Family Development,Trenton,NJ,(blank)
njpaad.gov,State or territory,Non-Federal Agency,"NJ Department of Human Services, DoAS",Mercerville,NJ,(blank)
njsda.gov,State or territory,Non-Federal Agency,New Jersey Schools Development Authority (NJSDA),Trenton,NJ,security@njsda.gov
njsecurities.gov,State or territory,Non-Federal Agency,New Jersey Bureau of Securities,Trenton,NJ,LPSSECOPS@NJOAG.GOV
njseniorgold.gov,State or territory,Non-Federal Agency,"NJ Department of Human Services, DoAS",Mercerville,NJ,(blank)
njshield.gov,State or territory,Non-Federal Agency,New Jersey Office of Homeland Security and Preparedness,Hamilton,NJ,(blank)
njsnap-ed.gov,State or territory,Non-Federal Agency,"New Jersey Department of Human Services, Division of Family Development",Trenton,NJ,(blank)
njsp.gov,State or territory,Non-Federal Agency,"NJ Department of Law and Public Safety, Division of State Police",Trenton,NJ,LPSSecOps@njoag.gov
njsrgold.gov,State or territory,Non-Federal Agency,"NJ Department of Human Services, DoAS",Mercerville,NJ,(blank)
njstart.gov,State or territory,Non-Federal Agency,"Dept of Treasury, Division of Purchase and Property",Trenton,NJ,(blank)
njvcco.gov,State or territory,Non-Federal Agency,New Jersey Department of Law and Public Safety,Trenton,NJ,njccic@cyber.nj.gov
nmag.gov,State or territory,Non-Federal Agency,New Mexico Attorey General's Office,Santa Fe,NM,asmith@nmag.gov
nmcourts.gov,State or territory,Non-Federal Agency,Judicial Information Division,Santa Fe,NM,security@nmcourts.gov
nmdataxchange.gov,State or territory,Non-Federal Agency,Judicial Information Division,Santa Fe,NM,security@nmcourts.gov
nm.gov,State or territory,Non-Federal Agency,State of New Mexico,Santa Fe,NM,hostmaster@nm.gov
nmijudiciary.gov,State or territory,Non-Federal Agency,NMI Judiciary,Saipan,MP,michael.villacrusis@nmijudiciary.com
nmjusticedata.gov,State or territory,Non-Federal Agency,Judicial Information Division,Santa Fe,NM,security@nmcourts.gov
nmlegis.gov,State or territory,Non-Federal Agency,NM-Legislative Council Service,Santa Fe,NM,Mark.Guillen@nmlegis.gov
noexcusesc.gov,State or territory,Non-Federal Agency,South Carolina State Election Commission,Columbia,SC,bleach@elections.sc.gov
nohatenj.gov,State or territory,Non-Federal Agency,NJ Department of Law and Public Safety,Trenton,NJ,LPSSecOps@njoag.gov
nomasfraudecolorado.gov,State or territory,Non-Federal Agency,Colorado Department of Law,Denver,CO,secops@coag.gov
northcarolina.gov,State or territory,Non-Federal Agency,State of North Carolina,Raleigh,NC,(blank)
north-dakota.gov,State or territory,Non-Federal Agency,"State of ND, ITD",Bismarck,ND,itsecur@nd.gov
northdakota.gov,State or territory,Non-Federal Agency,"State of ND, ITD",Bismarck,ND,itsecur@nd.gov
nv529.gov,State or territory,Non-Federal Agency,Nevada State Treasurer's Office,Carson City,NV,rdanderson@nevadatreasurer.gov
nvagomla.gov,State or territory,Non-Federal Agency,NV Office of the Attorney General,Carson City,NV,nvagomla@ag.nv.gov
nvcogct.gov,State or territory,Non-Federal Agency,Naugatuck Valley Council of Governments,Waterbury,CT,nvcog@nvcogct.gov
nvcourts.gov,State or territory,Non-Federal Agency,Supreme Court of Nevada,Carson City,NV,gmeyers@nvcourts.nv.gov
nvdps.gov,State or territory,Non-Federal Agency,Enterprise IT Services Division,Carson City,NV,iso@dps.state.nv.us
nvdpspub.gov,State or territory,Non-Federal Agency,Nevada Department of Public Safety,Carson City,NV,gsteele@admin.nv.gov
nvease.gov,State or territory,Non-Federal Agency,Nevada Secretary of State,Carson City,NV,(blank)
nvggms.gov,State or territory,Non-Federal Agency,Nevada State Treasurer,Carson City,NV,rdanderson@nevadatreasurer.gov
nv.gov,State or territory,Non-Federal Agency,"State of Nevada, Department of Information Technology",Carson City,NV,gsteele@admin.nv.gov
nvigate.gov,State or territory,Non-Federal Agency,Office of the State Treasurer,Carson City,NV,rdanderson@nevadatreasurer.gov
nvleg.gov,State or territory,Non-Federal Agency,Legislative Counsel Bureau,Carson City,NV,ops@lcb.state.nv.us
nvprepaid.gov,State or territory,Non-Federal Agency,Nevada State Treasurer,Carson City,NV,rdanderson@nevadatreasurer.gov
nvsexoffenders.gov,State or territory,Non-Federal Agency,State of Nevada,Carson City,NV,t.dorsey@dps.state.nv.us
nvsilverflume.gov,State or territory,Non-Federal Agency,Nevada Secretary of State,Carson City,NV,(blank)
nvsos.gov,State or territory,Non-Federal Agency,Nevada Secretary of State,Carson City,NV,(blank)
nyassembly.gov,State or territory,Non-Federal Agency,New York State Assembly,Albany,NY,domains@nysassembly.gov
nycourthelp.gov,State or territory,Non-Federal Agency,NYS Unified Court System Division of Technology,Troy,NY,abuse@nycourts.gov
nycourts.gov,State or territory,Non-Federal Agency,NYS Unified Court System Division of Technology,Troy,NY,abuse@nycourts.gov
ny.gov,State or territory,Non-Federal Agency,State of New York,Albany,NY,(blank)
nyhousingsearch.gov,State or territory,Non-Federal Agency,NYS Division of Housing and Community Renewal,Albany,NY,(blank)
nyirc.gov,State or territory,Non-Federal Agency,New York State Assembly,Albany,NY,domains@nyassembly.gov
nyjuror.gov,State or territory,Non-Federal Agency,New York State Unified Court System,New York,NY,abuse@nycourts.gov
nylbdc.gov,State or territory,Non-Federal Agency,New York State Legislative Bill Drafting Commission,Albany,NY,security@lbdc.state.ny.us
nylipa.gov,State or territory,Non-Federal Agency,New York State Assembly,Albany,NY,domains@nyassembly.gov
nyprepare.gov,State or territory,Non-Federal Agency,NYS Office of Homeland Security,Albany,NY,(blank)
nysassembly.gov,State or territory,Non-Federal Agency,New York State Assembly,Albany,NY,domains@nyassembly.gov
nysdot.gov,State or territory,Non-Federal Agency,NYS Department of Transportation,Albany,NY,(blank)
nysed.gov,State or territory,Non-Federal Agency,New York State Education Department,Albany,NY,netadm@nysed.gov
nysenate.gov,State or territory,Non-Federal Agency,State of New York,Albany,NY,webadmin@nysenate.gov
nystax.gov,State or territory,Non-Federal Agency,New York State Department of Taxation and Finance ,Albany,NY,(blank)
nyvotes.gov,State or territory,Non-Federal Agency,New York State Office of Information Technology Services,Albany,NY,(blank)
ocfodc.gov,State or territory,Non-Federal Agency,Office of the Chief Financial Officer,Washington,DC,(blank)
ocpr.gov,State or territory,Non-Federal Agency,Office of the Comptroller of the Commonwealth of Puerto Rico,San Juan,PR,jmadera@ocpr.pr.gov
oh.gov,State or territory,Non-Federal Agency,State of Ohio,Columbus,OH,domain.manager@das.ohio.gov
ohioag.gov,State or territory,Non-Federal Agency,State of Ohio,Columbus,OH,domain.manager@das.ohio.gov
ohioago.gov,State or territory,Non-Federal Agency,State of Ohio,Columbus,OH,domain.manager@das.ohio.gov
ohioagriculture.gov,State or territory,Non-Federal Agency,"State of Ohio, Office of IT",Columbus,OH,(blank)
ohioanalytics.gov,State or territory,Non-Federal Agency,State of Ohio,Columbus,OH,(blank)
ohioattorneygeneral.gov,State or territory,Non-Federal Agency,State of Ohio,Columbus,OH,(blank)
ohioauditor.gov,State or territory,Non-Federal Agency,State of Ohio,Columbus,OH,(blank)
ohiobmv.gov,State or territory,Non-Federal Agency,State of Ohio,Columbus,OH,(blank)
ohiobusinesscentral.gov,State or territory,Non-Federal Agency,State of Ohio,Columbus,OH,domain.manager@das.ohio.gov
ohiocenterfornursing.gov,State or territory,Non-Federal Agency,State of Ohio ,Columbus,OH,(blank)
ohiocheckbook.gov,State or territory,Non-Federal Agency,State of Ohio,Columbus,OH,(blank)
ohiocourtofclaims.gov,State or territory,Non-Federal Agency,State of Ohio,Columbus,OH,(blank)
ohiocourts.gov,State or territory,Non-Federal Agency,"State of Ohio, Office of IT",Columbus,OH,(blank)
ohiodnr.gov,State or territory,Non-Federal Agency,Ohio Department of Natural Resources,Columbus,OH,(blank)
ohio.gov,State or territory,Non-Federal Agency,"State of Ohio, Office of IT",Columbus,OH,domain.manager@das.ohio.gov
ohiohouse.gov,State or territory,Non-Federal Agency,State of Ohio,Columbus,OH,(blank)
ohiojudicialcenter.gov,State or territory,Non-Federal Agency,"State of Ohio, Office of IT",Columbus,OH,(blank)
ohiomeansaccessibility.gov,State or territory,Non-Federal Agency,State of Ohio,Columbus,OH,(blank)
ohiomeansjobs.gov,State or territory,Non-Federal Agency,State of Ohio,Columbus,OH,(blank)
ohiomeanstraining.gov,State or territory,Non-Federal Agency,State of Ohio,Columbus,OH,(blank)
ohiomeansveteransjobs.gov,State or territory,Non-Federal Agency,State of Ohio,Columbus,OH,(blank)
ohionosmokelaw.gov,State or territory,Non-Federal Agency,State of Ohio,Columbus,OH,(blank)
ohiopmp.gov,State or territory,Non-Federal Agency,State of Ohio Office of Information Technology,Columbus,OH,(blank)
ohiored.gov,State or territory,Non-Federal Agency,State of Ohio,Columbus,OH,(blank)
ohiosecretaryofstate.gov,State or territory,Non-Federal Agency,State of Ohio,Columbus,OH,(blank)
ohiosenate.gov,State or territory,Non-Federal Agency,Ohio Legislative Information Systems,Columbus,OH,(blank)
ohiosos.gov,State or territory,Non-Federal Agency,State of Ohio,Columbus,OH,domain.manager@das.ohio.gov
ohiostateparks.gov,State or territory,Non-Federal Agency,State of Ohio,Columbus,OH,domain.manager@das.ohio.gov
ohiosupremecourt.gov,State or territory,Non-Federal Agency,"State of Ohio, Office of IT",Columbus,OH,(blank)
ohiot21.gov,State or territory,Non-Federal Agency,State of Ohio,Columbus,OH,domain.manager@das.ohio.gov
ohiotobacco21.gov,State or territory,Non-Federal Agency,State of Ohio,Columbus,OH,domain.manager@das.ohio.gov
ohiotreasurer.gov,State or territory,Non-Federal Agency,Ohio Department of Administrative Services OIT SDD ,Columbus,OH,(blank)
ohioveteranshome.gov,State or territory,Non-Federal Agency,"State of Ohio, Office of IT",Columbus,OH,(blank)
ohiovet.gov,State or territory,Non-Federal Agency,State of Ohio,Columbus,OH,(blank)
ohiovets.gov,State or territory,Non-Federal Agency,State of Ohio,Columbus,OH,(blank)
ohsos.gov,State or territory,Non-Federal Agency,State of Ohio,Columbus,OH,domain.technical@das.ohio.gov
okbenefits.gov,State or territory,Non-Federal Agency,Oklahoma Department of Human Services,Oklahoma City,OK,cybercommand@omes.ok.gov
okcommerce.gov,State or territory,Non-Federal Agency,Oklahoma Department of Commerce,Oklahoma city,OK,matt.singleton@omes.ok.gov
okdhs.gov,State or territory,Non-Federal Agency,Oklahoma Department of Human Services,Oklahoma City,OK,cybercommand@omes.ok.gov
okdrs.gov,State or territory,Non-Federal Agency,Department of Rehabilitation Services,Oklahoma City,OK,cybercommand@omes.ok.gov
okelections.gov,State or territory,Non-Federal Agency,"Oklahoma, Office of Management and Enterprise Services",Oklahoma City,OK,cybercommand@omes.ok.gov
ok.gov,State or territory,Non-Federal Agency,"Oklahoma, Office of Management and Enterprise Services  ",Oklahoma City,OK,cybercommand@omes.ok.gov
okhouse.gov,State or territory,Non-Federal Agency,Legislative Service Bureau,Oklahoma City,OK,julia.ngo@oklegislature.gov
oklahomabenefits.gov,State or territory,Non-Federal Agency,Oklahoma Department of Human Services,Oklahoma City,OK,cybercommand@omes.ok.gov
oklahoma.gov,State or territory,Non-Federal Agency," Oklahoma, Office of Management and Enterprise Services  ",Oklahoma City,OK,cybercommand@omes.ok.gov
oklahomaworks.gov,State or territory,Non-Federal Agency,Oklahoma Department of Commerce,Oklahoma City,OK,(blank)
oklahomaworkstogether.gov,State or territory,Non-Federal Agency,Oklahoma Department of Commerce,Oklahoma City,OK,(blank)
oklegislature.gov,State or territory,Non-Federal Agency,Legislative Service Bureau,Oklahoma City,OK,julia.ngo@oklegislature.gov
okloft.gov,State or territory,Non-Federal Agency,Oklahoma Legislative Service Bureau,Oklahoma City,OK,(blank)
oksenate.gov,State or territory,Non-Federal Agency,Legislative Service Bureau,Oklahoma City,OK,julia.ngo@oklegislature.gov
oktransportation.gov,State or territory,Non-Federal Agency,"Oklahoma, Office of Management and Enterprise Services",Oklahoma City,OK,cybercommand@omes.ok.gov
onewyo.gov,State or territory,Non-Federal Agency,Department of Enterprise Technology Services,Cheyenne,WY,ets-security@wyo.gov
open-dc.gov,State or territory,Non-Federal Agency,Board of Ethics and Government Accountability,Washington,DC,kevin.brown@dc.gov
openmyfloridabusiness.gov,State or territory,Non-Federal Agency,Florida Department of Business and Professional Regulation,Tallahassee,FL,DBPRSecurity@myfloridalicense.com
openwalletfl.gov,State or territory,Non-Federal Agency,Florida Department of Financial Services,Tallahassee,FL,Clint.Morrow@myfloridacfo.com
openwalletflorida.gov,State or territory,Non-Federal Agency,Florida Department of Financial Services,Tallahassee,FL,Clint.Morrow@myfloridacfo.com
opportunitylouisiana.gov,State or territory,Non-Federal Agency,Louisiana Economic Development,Baton Rouge,LA,infosecteam@la.gov
oralert.gov,State or territory,Non-Federal Agency,State of Oregon,Salem,OR,(blank)
orangebeachal.gov,State or territory,Non-Federal Agency,City of Orange Beach,Orange Beach,AL,itsupport@orangebeachal.gov
oregonattorneygeneral.gov,State or territory,Non-Federal Agency,Oregon Department of Justice,Salem,OR,(blank)
oregonatv.gov,State or territory,Non-Federal Agency,Oregon Parks & Recreation Department,Salem,OR,OPRD.IT_ArchitectureTeam@oprd.oregon.gov
oregonbenefitsonline.gov,State or territory,Non-Federal Agency,Oregon State Data Center,Salem,OR,(blank)
oregonbuys.gov,State or territory,Non-Federal Agency,Oregon State Data Center,Salem,OR,(blank)
oregonchildsupport.gov,State or territory,Non-Federal Agency,Oregon Department of Justice,Salem,OR,(blank)
oregonconsumer.gov,State or territory,Non-Federal Agency,Oregon State Data Center ETS,Salem,OR,(blank)
oregoncoop.gov,State or territory,Non-Federal Agency,Oregon Department of Administrative Services,Salem,OR,(blank)
oregon.gov,State or territory,Non-Federal Agency,State of Oregon,Salem,OR,(blank)
oregonhealthcare.gov,State or territory,Non-Federal Agency,Enterprise Technology Services,Salem,OR,(blank)
oregonlegislature.gov,State or territory,Non-Federal Agency,Oregon State Data Center,Salem,OR,(blank)
oregonmetro.gov,State or territory,Non-Federal Agency,Metro,Portland,OR,(blank)
oregonsaves.gov,State or territory,Non-Federal Agency,State of Oregon,Salem,OR,(blank)
oregonstudentaid.gov,State or territory,Non-Federal Agency,Oregon State Data Center,Salem,OR,(blank)
oregonvotes.gov,State or territory,Non-Federal Agency,Oregon State Data Center,Salem,OR,(blank)
or.gov,State or territory,Non-Federal Agency,Oregon State Data Center,Salem,OR,(blank)
orhealthcare.gov,State or territory,Non-Federal Agency,Enterprise Technology Services,Salem,OR,(blank)
or-medicaid.gov,State or territory,Non-Federal Agency,State of Oregon,Salem,OR,(blank)
ourindiana.gov,State or territory,Non-Federal Agency,State of Indiana,Indianapolis,IN,iotoperationalsecurity@iot.in.gov
outdoornebraska.gov,State or territory,Non-Federal Agency,State of Nebraska,Lincoln,NE,(blank)
pa529able.gov,State or territory,Non-Federal Agency,PA Treasury,Harrisburg,PA,itsecurity@patreasury.gov
pa529.gov,State or territory,Non-Federal Agency,PA Treasury,Harrisburg,PA,itsecurity@patreasury.gov
paable.gov,State or territory,Non-Federal Agency,PA Treasury,Harrisburg,PA,itsecurity@patreasury.gov
paauditor.gov,State or territory,Non-Federal Agency,Pennsylvania Department of the Auditor General,Harrisburg,PA,OITadmin@paauditor.gov
pacodeandbulletin.gov,State or territory,Non-Federal Agency,Legislative Reference Bureau,Harris,PA,mmillan@palrb.us
padillabay.gov,State or territory,Non-Federal Agency,Padilla Bay National Estuarine Research Reserve,MOUNT VERNON,WA,ecydlitsosecurity@ecy.wa.gov
pa.gov,State or territory,Non-Federal Agency,Commonwealth of Pennsylvania,Harrisburg,PA,RA-ENDOMAINSECURITY@pa.gov
pahouse.gov,State or territory,Non-Federal Agency,Pennsylvania Legislative Data Processing Center,Harrisburg,PA,(blank)
painvest.gov,State or territory,Non-Federal Agency,Pennsylvania Treasury,Harrisburg,PA,itsecurity@patreasury.gov
pakeystonesaves.gov,State or territory,Non-Federal Agency,PA Treasury,Harrisburg,PA,(blank)
pakeystonescholars.gov,State or territory,Non-Federal Agency,PA Treasury,Harrisburg,PA,itsecurity@patreasury.gov
palrb.gov,State or territory,Non-Federal Agency,Legislative Reference Bureau,Harrisburg,PA,mmillan@palrb.us
partnersforhealthtn.gov,State or territory,Non-Federal Agency,State of Tennessee,Nashville,TN,Cyber.Security@tn.gov
pasenate.gov,State or territory,Non-Federal Agency,Senate of Pennsylvania,Harrisburg,PA,kkwon@legis.state.pa.us
pasen.gov,State or territory,Non-Federal Agency,Senate of Pennsylvania,Harrisburg,PA,domains@legis.state.pa.us
patreasury.gov,State or territory,Non-Federal Agency,Pennsylvania Treasury,Harrisburg,PA,ITSecurity@patreasury.gov
penndot.gov,State or territory,Non-Federal Agency,PA Department of Transportation,Harrisburg,PA,wiott@pa.gov
pennsylvania.gov,State or territory,Non-Federal Agency,Commonwealth of Pennsylvania,Harrisburg,PA,RA-ENDOMAINSECURITY@pa.gov
pinalcourtsaz.gov,State or territory,Non-Federal Agency,Pinal County Superior Court,Florence,AZ,PinalITD@courts.az.gov
plymouthrockwi.gov,State or territory,Non-Federal Agency,Town of Plymouth,Orfordville,WI,chair@townofplymouthwi.com
police4tn.gov,State or territory,Non-Federal Agency,State of Tennessee,Nashville,TN,cyber.Security@tn.gov
ppa-or.gov,State or territory,Non-Federal Agency,Oregon State Data Center,Salem,OR,(blank)
preventhaiaz.gov,State or territory,Non-Federal Agency,Arizona Department of Health Services,Phoenix,AZ,(blank)
pr.gov,State or territory,Non-Federal Agency,Puerto Rico Innovation and Technology Service,San Juan,PR,support@prits.pr.gov
promesa.gov,State or territory,Non-Federal Agency,Financial Oversight and Management Board for Puerto Rico,San Juan,,support@promesa.gov
protectingfloridatogether.gov,State or territory,Non-Federal Agency,FL DEP,Tallahassee,FL,depwebmaster@dep.state.fl.us
protectingfltogether.gov,State or territory,Non-Federal Agency,FL DEP,Tallahassee,FL,depwebmaster@dep.state.fl.us
protectkidsonlinewi.gov,State or territory,Non-Federal Agency,Wisconsin Department of Justice,Madison,WI,bcssecteam@doj.state.wi.us
psncuc.gov,State or territory,Non-Federal Agency,Public Staff - North Carolina Utilities Commission ,Raleigh,NC,it.staff@psncuc.nc.gov
psprsaz.gov,State or territory,Non-Federal Agency,PSPRS,Phoenix,AZ,notification@psprs.com
purchasetncrash.gov,State or territory,Non-Federal Agency,State of Tennessee,Nashville,TN,Cyber.Security@tn.gov
qaazdhs.gov,State or territory,Non-Federal Agency,Arizona Department of Health Services,Phoenix,AZ,(blank)
qualityfirstaz.gov,State or territory,Non-Federal Agency,"State of Arizona, Department of Administration",Phoenix,AZ,Edward.Jewell@AZDCS.GOV
reachnj.gov,State or territory,Non-Federal Agency,NJ Office of Information Technology,Trenton,NJ,(blank)
readyalabama.gov,State or territory,Non-Federal Agency,Governor's Office of Faith-Based and Community Initiatives,Montgomery,AL,(blank)
readycolorado.gov,State or territory,Non-Federal Agency,Governor's Office of Information Technologies,Denver,CO,isoc@state.co.us
readync.gov,State or territory,Non-Federal Agency,North Carolina Emergency Management,Raleigh,NC,DITPSInformationSecurity@ncdps.gov
readynh.gov,State or territory,Non-Federal Agency,"State of New Hampshire, Dept of Information Technology",Concord,NH,nh-cic@doit.nh.gov
readyvirginia.gov,State or territory,Non-Federal Agency,Virginia Department of Emergency Management,Richmond,VA,(blank)
rebuildflorida.gov,State or territory,Non-Federal Agency,DEO,Tallahassee,FL,infosec@deo.myflorida.com
recoveryohio.gov,State or territory,Non-Federal Agency,State of Ohio,Columbus,OH,domain.manager@das.ohio.gov
recycleohio.gov,State or territory,Non-Federal Agency,State of Ohio,Columbus,OH,(blank)
reemployks.gov,State or territory,Non-Federal Agency,Kansas Department of Commerce,TOPEKA,KS,mark.abraham@ks.gov
registertovoteflorida.gov,State or territory,Non-Federal Agency,Florida Department of State,Tallahassee,FL,Security@dos.myflorida.com
registertovotenv.gov,State or territory,Non-Federal Agency,Nevada Secretary of State,Carson City,NV,jgruver@sos.nv.gov
reportittn.gov,State or territory,Non-Federal Agency,Office for Information Resources,Nashville,TN,Cyber.Security@tn.gov
resilientlouisianacommission.gov,State or territory,Non-Federal Agency,Louisiana Economic Development,Baton Rouge,LA,infosecteam@la.gov
retirereadytn.gov,State or territory,Non-Federal Agency,Office for Information Resources,Nashville,TN,Cyber.Security@tn.gov
rhhd.gov,State or territory,Non-Federal Agency,Richmond and Henrico Health Districts ,Richmond,VA,Ryan.Goldsberry@vdh.virginia.gov
ridesharewi.gov,State or territory,Non-Federal Agency,Wisconsin Department of Transportation,Madison,WI,dotcomputersecurity@dot.wi.gov
ridesharewisconsin.gov,State or territory,Non-Federal Agency,Wisconsin Department of Transportation,Madison,WI,dotcomputersecurity@dot.wi.gov
rie911.gov,State or territory,Non-Federal Agency,Rhode Island E911,North Scituate,RI,jonathan.barrette@risp.gov
ri.gov,State or territory,Non-Federal Agency,State of Rhode Island,Providence,RI,(blank)
rilegislature.gov,State or territory,Non-Federal Agency,"RI State House, Joint Committee on Legislative Services",Providence,RI,pwood@rilegislature.gov
rioag.gov,State or territory,Non-Federal Agency,Office of the Auditor General,Providence,RI,pwood@rilegislature.gov
ripsga.gov,State or territory,Non-Federal Agency,Rhode Island State Police,North Scituate,RI,(blank)
risecstate.gov,State or territory,Non-Federal Agency,RI Department of State,Providence,RI,(blank)
risheriffs.gov,State or territory,Non-Federal Agency,Department of Public Safety,North Scituate,RI,jonathan.barrette@risp.gov
risp.gov,State or territory,Non-Federal Agency,Rhode Island State Police,North Scituate,RI,chris.kayrouz@risp.gov
rsa-al.gov,State or territory,Non-Federal Agency,Retirement System of Alabama,Montgomery,AL,securityops@rsa-al.gov
rulewatchohio.gov,State or territory,Non-Federal Agency,State of Ohio,Columbus,OH,(blank)
safeandsoundiowa.gov,State or territory,Non-Federal Agency,State of Iowa - OCIO,Des Moines,IA,soc@iowa.gov
safeathomeohio.gov,State or territory,Non-Federal Agency,State of Ohio,Columbus,OH,domain.manager@das.ohio.gov
safeathomewi.gov,State or territory,Non-Federal Agency,Wisconsin Department of Justice,Madison,WI,bcssecteam@doj.state.wi.us
safehomealabama.gov,State or territory,Non-Federal Agency,State of Alabama - Unified Judicial System,Montgomery,AL,Robert.barclay@alacourt.gov
safemt.gov,State or territory,Non-Federal Agency,Montana State Fund,Helena,MT,stfitsecurity@mt.gov
safesd.gov,State or territory,Non-Federal Agency,State of South Dakota - BIT,Pierre,SD,soc@state.sd.gov
safestayok.gov,State or territory,Non-Federal Agency,"Oklahoma, Office of Management and Enterprise Services",Oklahoma City,OK,cybercommand@omes.ok.gov
safetyworksmaine.gov,State or territory,Non-Federal Agency,Maine Department of Labor,Augusta,ME,DotGov-Domain-Security.MaineIT@maine.gov
saomt.gov,State or territory,Non-Federal Agency,"Montana Office of the Commissioner of Securities and Insurance, Montana State Auditor",Helena,MT,csi.it@mt.gov
save4lateriowa.gov,State or territory,Non-Federal Agency,State of Iowa - OCIO,Des Moines,IA,(blank)
saveourhomeaz.gov,State or territory,Non-Federal Agency,Arizona Department of Housing,Phoenix,AZ,(blank)
savethedreamohio.gov,State or territory,Non-Federal Agency,State of Ohio,Columbus,OH,(blank)
scag.gov,State or territory,Non-Federal Agency,South Carolina Office of the Attorney General,Columbia,SC,(blank)
scconsumer.gov,State or territory,Non-Federal Agency,State of South Carolina Department of Consumer Affairs,Columbia,SC,(blank)
scdew.gov,State or territory,Non-Federal Agency,SC Dept. of Employment and Workforce,Columbia,SC,tsadmins@dew.sc.gov
scdhec.gov,State or territory,Non-Federal Agency,SC DHEC,Columbia,SC,SOC@dhec.sc.gov
