url,# Locations
summerfieldtwpmonroemi.gov,1
summervillesc.gov,5
summitms.gov,2
sumner-jc-wi.gov,2
sumnerwa.gov,4
sumtersc.gov,4
sunlandpark-nm.gov,6
sunnyside-wa.gov,1
sunrisebeachmo.gov,1
sunrisebeachtx.gov,4
sunrisefl.gov,2
sunsetbeachnc.gov,2
sunvalleyidaho.gov,7
superioraz.gov,7
superiorcolorado.gov,6
superiorwi.gov,4
surfcitync.gov,7
surgoinsvilletn.gov,2
surpriseaz.gov,4
sussexwi.gov,4
swampscottma.gov,3
swanseama.gov,6
swanzeynh.gov,2
swataratwpauthority-pa.gov,6
sweenytx.gov,2
sweethomeor.gov,4
sweetwatertn.gov,7
sylacaugaal.gov,10
sylvantownshipmi.gov,4
syracuseks.gov,9
syracuseut.gov,4
syr.gov,6
taftok.gov,2
tafttx.gov,7
tahlequah.gov,7
takomaparkmd.gov,7
talalaok.gov,2
tallapoosaga.gov,7
tallassee-al.gov,7
tallasseeal.gov,1
tallulahfallsga.gov,2
tallulah-la.gov,7
tamacityia.gov,4
tampafl.gov,2
tampa.gov,2
taneytownmd.gov,7
tangentor.gov,4
taosnm.gov,6
tappahannock-va.gov,6
tarrytownny.gov,4
tatamypa.gov,6
taunton-ma.gov,7
tauntonpdma.gov,6
tavaresfl.gov,12
tayloraz.gov,7
taylormillky.gov,2
taylorsvilleut.gov,4
taylortx.gov,4
teaguepdtx.gov,4
teanecknj.gov,1
tecumsehmi.gov,4
tegacaysc.gov,7
telluride-co.gov,4
temeculaca.gov,4
tempe.gov,12
templeterrace.gov,4
templetonma.gov,7
templetx.gov,2
tennille-ga.gov,7
terrelltx.gov,7
tewksbury-ma.gov,7
texarkanatexas.gov,12
texascitytx.gov,12
texicopolicenm.gov,1
thecolonytx.gov,12
thehillstx.gov,2
theresapolicewi.gov,7
thetfordtwpmi.gov,1
thetfordvt.gov,7
thevillageok.gov,2
thewoodlandstownship-tx.gov,4
thewoodlands-tx.gov,4
thomastonmaine.gov,7
thomasville-nc.gov,4
thompsonoh.gov,7
thornebay-ak.gov,4
thorntonco.gov,12
thorntonnh.gov,7
throopny.gov,7
thurmanny.gov,4
tiffinohio.gov,7
tiftonga.gov,6
tigard-or.gov,4
tigertonwi.gov,7
tijerasnm.gov,7
tillamookor.gov,4
timbercreekcanyontx.gov,4
tiogatx.gov,1
tippcityohio.gov,1
tisburyma.gov,7
titusvillepapd.gov,6
tnsharonwcwi.gov,2
toaks.gov,4
tobnm.gov,6
tobyhannatownshippa.gov,6
tobyhannatwppa.gov,7
toddmissiontx.gov,7
tolartx.gov,9
toledoiowa.gov,4
tollandct.gov,1
tolland-ma.gov,6
tomahawkwi.gov,6
tomahwi.gov,7
tomballtx.gov,1
tombeantx.gov,4
tompkinsvilleky.gov,4
tonasketwa.gov,4
tonkawaok.gov,9
tontitownar.gov,7
tooelecity.gov,2
topeka-in.gov,7
topsailbeachnc.gov,4
topsfield-ma.gov,7
torranceca.gov,4
torreyutah.gov,1
torringtonwy.gov,3
towerlakes-il.gov,7
townfremontwi.gov,7
townoconomowoc-wi.gov,6
townofadamsgreencountywi.gov,4
townofadamsjacksoncowi.gov,1
townofadamswi.gov,1
townofavonwi.gov,7
townofbalsamlakewi.gov,6
townofbarneswi.gov,8
townofbayfieldwi.gov,7
townofbeavermarinettewi.gov,1
townofbeecherwi.gov,1
townofbelgiumwi.gov,4
townofbeloitwi.gov,7
townofblowingrocknc.gov,4
townofblythewoodsc.gov,6
townofbonelakewi.gov,4
townofbrillionwi.gov,7
townofbrinybreezes-fl.gov,1
townofbrooklynwi.gov,4
townofbrothertownwi.gov,7
townofbyronwi.gov,7
townofcadizwi.gov,4
townofcaledoniacolumbiawi.gov,7
townofcallahan-fl.gov,4
townofcampbellwi.gov,4
townofcaponbridgewv.gov,4
townofcarthagetn.gov,6
townofcarync.gov,3
townofcatskillny.gov,4
townofcedarburgwi.gov,2
townofchapelhilltn.gov,2
townofchenangony.gov,2
townofchesterwi.gov,7
townofclarnowi.gov,4
townofclearfieldwi.gov,7
townofclearlakewi.gov,2
townofclevelandnc.gov,4
townofclymanwi.gov,7
townofcooperstownwi.gov,7
townofcranmoor.gov,7
townofcrownpointny.gov,7
townofdaltonnh.gov,7
townofdane.gov,4
townofdecaturwi.gov,4
townofdeerparkny.gov,6
townofdepositny.gov,3
townofdexterwi.gov,7
townofdraperwi.gov,4
townofdrummondmt.gov,2
townofdunbarwi.gov,4
townofdunnwi.gov,2
townofeasttroywi.gov,6
townofeaugallewi.gov,7
townofedenwi.gov,7
townofemmetwi.gov,7
townofessexny.gov,2
townofevansny.gov,3
townoffairfieldwi.gov,7
townoffonddulacwi.gov,2
townofforestvernonwi.gov,6
townofgalewi.gov,1
townofgardenvalleywi.gov,7
townofgardnerwi.gov,2
townofgermantownwi.gov,6
townofgibsonwi.gov,7
townofgoldenmeadow-la.gov,13
townofgoreok.gov,7
townofgraftonwi.gov,7
townofgrantshawanowi.gov,7
townofgranvillewv.gov,6
townofgreengrovewi.gov,7
townofgreenlake.gov,2
townofhalfmoon-ny.gov,4
townofhamburgny.gov,6
townofhamiltonny.gov,10
townofharrisonmcwi.gov,7
townofhartfordwi.gov,6
townofhaverhill-fl.gov,7
townofhaydenaz.gov,7
townofherman-wi.gov,7
townofhollandwi.gov,1
townofhomecroftin.gov,11
townofhulbertok.gov,7
townofhumeny.gov,1
townofhurtva.gov,7
townofhustisford.gov,4
townofislip-ny.gov,6
townofjacksonadamswi.gov,7
townofjacksonwi.gov,7
townofjanesvillewi.gov,4
townofjayny.gov,7
townofjohnsonwi.gov,7
townofjohnstonsc.gov,1
townofjordanwi.gov,4
townofkeeneny.gov,7
townofkentny.gov,4
townofkershawsc.gov,2
townofkewaskumwi.gov,7
townoflagrangemcwi.gov,6
townoflakemarinettewi.gov,1
townoflakeviewor.gov,2
townoflamartinewi.gov,6
townoflandisnc.gov,4
townoflapointewi.gov,4
townoflaveta-co.gov,7
townoflebanonny.gov,1
townoflenrootwi.gov,1
townofleroywi.gov,2
townoflibertyocwi.gov,1
townoflindenwi.gov,1
townoflomira.gov,2
townoflucas-wi.gov,8
townofluskwy.gov,7
townoflyndonwi.gov,7
townoflynneoneidactywi.gov,7
townofmackfordwi.gov,1
townofmarshfieldwi.gov,7
townofmcmillan.gov,7
townofmecanwi.gov,7
townofmentorwi.gov,1
townofmerrillwi.gov,7
townofmertonwi.gov,7
townofmiddleinletwi.gov,1
townofmiltonwi.gov,7
townofminervany.gov,7
townofminocqua.gov,1
townofmonroewi.gov,4
townofmonteagle-tn.gov,4
townofmontereytn.gov,4
townofmoriahny.gov,7
townofmtpleasantwi.gov,4
townofnasewaupeewi.gov,6
townofnashvillenc.gov,4
townofnecedahwi.gov,6
townofnepeuskun.gov,7
townofnewglaruswi.gov,6
townofnewhartfordny.gov,6
townofnilesny.gov,4
townofnortheastny.gov,1
townofnorthhudsonny.gov,7
townofnorth-sc.gov,1
townofnorwaywi.gov,2
townofnorwichny.gov,7
townofomro.gov,4
townofonalaskawi.gov,4
townofonondaga.gov,4
townoforangeva.gov,7
townoforegonwi.gov,9
townofpalermony.gov,2
townofpenningtonva.gov,4
townofpolk-wi.gov,7
townofportwashingtonwi.gov,2
townofpoughkeepsie-ny.gov,6
townofpoygan.gov,4
townofprincessannemd.gov,6
townoframapo-ny.gov,5
townofriblakewi.gov,7
townofrichfordwi.gov,7
townofrichmond-walworthwi.gov,2
townofrichmondwi.gov,7
townofriverheadny.gov,6
townofrockwi.gov,7
townofrudolphwi.gov,7
townofrussellwi.gov,7
townofruthnc.gov,2
townofrutlandwi.gov,3
townofsalemny.gov,4
townofsandcreekwi.gov,4
townofsasserga.gov,6
townofscottbrownwi.gov,6
townofsenecawoodcowi.gov,7
townofsevastopolwi.gov,6
townofsheboyganfallswi.gov,6
townofsheboyganwi.gov,6
townofshelburnema.gov,6
townofshields-wi.gov,1
townofsidneyny.gov,1
townofsigelwoodwi.gov,7
townofsmyrna-tn.gov,6
townofspiderlakewi.gov,6
townofspringprairiewi.gov,6
townofstanley-wi.gov,7
townofstarmandny.gov,0
townofstcroixfallswi.gov,6
townofstockbridge.gov,7
townofsturgeonbay-wi.gov,7
townofsumrallms.gov,2
townofsurfsidefl.gov,4
townofsylvesterwi.gov,4
townoftaycheedahwi.gov,4
townoftheresawi.gov,7
townofthomsonmn.gov,4
townofthorpwi.gov,4
townofthreelakeswi.gov,6
townoftrianaal.gov,7
townoftropicut.gov,13
townoftroutville-va.gov,1
townofturtlewi.gov,7
townofulyssesny.gov,6
townofuniondoorwi.gov,6
townofuticawi.gov,7
townofvermontwi.gov,7
townofveteranny.gov,7
townofvinlandwi.gov,7
townofwalworthny.gov,1
townofwalworthwi.gov,6
townofwappingerny.gov,4
townofwarren-ri.gov,6
townofwarrensccwi.gov,8
townofwatertownwi.gov,4
townofwausaukeewi.gov,1
townofwendellnc.gov,4
townofwestfieldsaukwi.gov,7
townofwestfordwi.gov,7
townofwestportin.gov,1
townofweyauwega-wi.gov,7
townofwhitewaterwi.gov,6
townofwillsborony.gov,7
townofwinchesterwi.gov,4
townofwingatenc.gov,2
townofwinneconne.gov,4
townofwittenbergwi.gov,7
townofwoodruffwi.gov,2
townofwoodstockva.gov,6
townofwoodvillewi.gov,7
townofwyomingwi.gov,12
townsendma.gov,2
townshendvt.gov,7
townshipoftabernacle-nj.gov,4
tppfl.gov,6
traversecitymi.gov,7
tremontil.gov,2
trentonga.gov,4
trentonoh.gov,2
trfmn.gov,4
trinityal.gov,2
trinity-nc.gov,4
trophyclubtx.gov,4
troutdaleoregon.gov,12
troutmannc.gov,12
troyal.gov,2
troymi.gov,4
troyny.gov,6
troyohio.gov,7
troypolicemo.gov,7
troytn.gov,7
troywalworthwi.gov,7
troywistcroix.gov,1
trumansburg-ny.gov,4
trumbull-ct.gov,6
truro-ma.gov,4
trussville.gov,6
tryonnc.gov,4
ttd.gov,6
tualatin.gov,12
tuckerga.gov,6
tucsonaz.gov,2
tuftonboronh.gov,7
tukwilawa.gov,8
tulia-tx.gov,4
tullahomatn.gov,2
tunktwppolice.gov,4
tupeloms.gov,4
turlockca.gov,7
turneroregon.gov,4
tusayan-az.gov,7
tusayanaz.gov,1
tuscaloosa-al.gov,4
tuskegeealabama.gov,4
tuttleok.gov,7
tuxedopark-ny.gov,7
twinlakeswi.gov,4
twoharborsmn.gov,7
twpoceannj.gov,6
tylermn.gov,4
tylertexas.gov,4
tyngsboroughma.gov,7
tyringham-ma.gov,0
uctx.gov,6
umatilla.gov,4
underhillvt.gov,6
unionbeachnj.gov,5
unioncity-in.gov,1
unioncityok.gov,1
unioncitytn.gov,7
uniongapwa.gov,4
unionmissouri.gov,2
unionspringsal.gov,7
unk.gov,1
uplandca.gov,4
uplandsparkmo.gov,4
upperarlingtonoh.gov,1
uppermarlboromd.gov,7
upperuwchlan-pa.gov,4
uptonma.gov,6
urbanail.gov,7
urbannava.gov,7
utica-il.gov,4
uvaldetx.gov,2
uxbridge-ma.gov,4
vail.gov,2
valdesenc.gov,4
valdezak.gov,6
valentinene.gov,7
vallejo.gov,2
valparaisoin.gov,7
vandenbroekwi.gov,7
vanmeteria.gov,7
vantx.gov,2
vbhil.gov,11
venetaoregon.gov,7
venicefl.gov,7
vermontville-mi.gov,4
vermontvilletownshipmi.gov,5
vernal.gov,7
vernon-ct.gov,2
vernonia-or.gov,7
vernontwp-pa.gov,7
vernontx.gov,4
vernonvt.gov,7
veronanj.gov,7
vestalny.gov,4
victoriamn.gov,7
victoriatx.gov,16
victoridaho.gov,4
victorvilleca.gov,4
victorygardensnj.gov,1
vidaliaga.gov,3
vidaliala.gov,7
viennava.gov,6
viennawi.gov,4
villageofalbionny.gov,4
villageofallouezwi.gov,6
villageofalmondwi.gov,1
villageofarenawi.gov,6
villageofavocawi.gov,6
villageofbabylonny.gov,1
villageofbellevuewi.gov,2
villageofcamillus-ny.gov,6
villageofcascadewi.gov,7
villageofcascowi.gov,4
villageofcatskillny.gov,6
villageofcazenoviany.gov,6
villageofclaytonmi.gov,1
villageofclaytonwi.gov,6
villageofcolemanwi.gov,7
villageofcottagegrove.gov,6
villageofdousman.gov,6
villageofdunlap-il.gov,6
villageoffarwellmi.gov,1
villageofforestvillewi.gov,6
villageoffremontwi.gov,7
villageofgoshen-ny.gov,6
villageofgouverneurny.gov,1
villageofgraftonwi.gov,6
villageofgrantsburg.gov,4
villageofhempsteadny.gov,6
villageofhempsteadpdny.gov,4
villageofjacksonwi.gov,6
villageoflagrangeohio.gov,6
villageoflavallewi.gov,7
villageoflindenhurstny.gov,6
villageoflomira.gov,7
villageoflongcreekil.gov,12
villageofluxemburgwi.gov,6
villageofmazomaniewi.gov,8
villageofmendonmi.gov,6
villageofmillerton-ny.gov,2
villageofminongwi.gov,1
villageofmisenheimernc.gov,6
villageofmuirmi.gov,4
villageofmukwonago.gov,3
villageofnaponeene.gov,6
villageofnecedahwi.gov,6
villageofnewberlinny.gov,3
villageofnewhaven-mi.gov,7
villageofnewholland-oh.gov,6
villageofnewtownohio.gov,7
villageofoakdalewi.gov,6
villageofoakfieldwi.gov,4
villageofowegony.gov,4
villageofpalmyrailmacoupin.gov,7
villageofpeninsula-oh.gov,7
villageofpewaukeewi.gov,4
villageofphoenix-ny.gov,4
villageofquogueny.gov,9
villageofrhinebeckny.gov,6
villageofriverbendmo.gov,8
villageofsaukvillewi.gov,2
villageofscotiany.gov,7
villageofsheldonwi.gov,4
villageofsirenwi.gov,7
villageofstetsonvillewi.gov,7
villageofstockbridgemi.gov,1
villageofstockbridgewi.gov,6
villageofthebranchny.gov,6
villageoftikiisland.gov,1
villageofwales.gov,7
villageofwarrenil.gov,3
villaparkil.gov,4
villarica.gov,4
vintonia.gov,4
vintonva.gov,2
virginiagardens-fl.gov,2
virginiamnpd.gov,7
vista.gov,4
vofwittenbergwi.gov,7
vokimberlywi.gov,7
volentetexas.gov,4
voluntown.gov,6
vonormytx.gov,7
voterockfordil.gov,4
wacotx.gov,6
wadesboronc.gov,7
wadleyga.gov,3
waeldertexas.gov,7
waitehilloh.gov,2
wakeforestnc.gov,2
waldentn.gov,7
waldenvt.gov,7
walker-la.gov,2
walkermi.gov,7
walkersvillemd.gov,1
wallacenc.gov,4
wallawallawa.gov,4
wallingfordct.gov,2
wallnj.gov,6
walnutcreekca.gov,4
walnutgrovemo.gov,7
walpole-ma.gov,6
waltonhillsohio.gov,4
wanatah-in.gov,1
wapelloia.gov,4
wappingersfallsny.gov,9
wareshoalssc.gov,0
warnernh.gov,7
warracres-ok.gov,7
warrenct.gov,4
warren-ma.gov,6
warrenmi.gov,1
warrenri.gov,4
warrentonga.gov,7
warrentonva.gov,4
warwickbucks.gov,2
warwickri.gov,6
washburnclarkwi.gov,1
washingtonboro-nj.gov,1
washingtonga.gov,13
washingtoniowa.gov,13
washingtonisland-wi.gov,7
washingtonnc.gov,6
washingtonpa.gov,1
washingtontwpacpa.gov,5
washingtonva.gov,2
washingtonville-ny.gov,4
washmo.gov,2
wataugatx.gov,6
watchungnj.gov,7
waterboromaine.gov,9
waterboro-me.gov,6
waterfordmi.gov,6
waterfordvt.gov,2
waterfordwi.gov,7
waterlooin.gov,7
waterlootwpmi.gov,4
watertown-ma.gov,4
watertownmi.gov,7
watertownmn.gov,2
watertown-ny.gov,7
watertownwi.gov,1
waterville-me.gov,2
watervillevalleynh.gov,6
watongaok.gov,7
watsontownshipmi.gov,1
watsonville.gov,4
wauconda-il.gov,2
waukee.gov,4
waukeganil.gov,6
waukesha-wi.gov,2
waupacawi.gov,7
waurika.gov,7
wausauwi.gov,4
wauwatosa.gov,6
wauwatosawi.gov,2
waveland-ms.gov,7
waverlyhallga.gov,7
waverlypa.gov,1
waverlytn.gov,7
wawarsingny.gov,4
waycrossga.gov,4
waynesboropa.gov,7
waynesburgpa.gov,1
waynesvillenc.gov,4
waynewashcowi.gov,1
wearenh.gov,4
weatherfordtx.gov,2
weatherlypa.gov,1
weaveral.gov,4
webstergrovesmo.gov,4
webster-ma.gov,6
webster-nh.gov,7
websterny.gov,4
weehawkennj.gov,7
weho.gov,4
welaka-fl.gov,4
wellesleyma.gov,4
wellfleet-ma.gov,4
wellingtoncolorado.gov,6
wellingtonfl.gov,12
wellstonok.gov,1
welltonaz.gov,7
wenhamma.gov,4
wentzvillemo.gov,7
weslacotx.gov,5
wesleyville.gov,2
westalliswi.gov,6
westbathmaine.gov,7
westbendwi.gov,6
westboroughma.gov,6
westboylston-ma.gov,4
westbuechelky.gov,7
westburlingtoniowa.gov,2
westcartilafdnc.gov,1
westchester-il.gov,4
westcolumbiasc.gov,4
westerlyri.gov,4
westfairleevt.gov,2
westfargond.gov,4
westfieldnj.gov,7
westford-ma.gov,1
westfordma.gov,1
westfordwi.gov,8
westforkar.gov,7
westfrankfort-il.gov,2
westhartfordct.gov,6
westhaven-ct.gov,2
westhomesteadpa.gov,7
westjeffersonohio.gov,4
westlakehills.gov,4
westlaketx.gov,4
westlebanonpa.gov,2
westlibertykypolice.gov,6
westlinnoregon.gov,4
westmarlboroughpa.gov,2
westmelbourne.gov,2
westmemphisar.gov,4
westmiltonohio.gov,4
westmilwaukeewi.gov,4
westminster-ca.gov,4
westminsterco.gov,2
westminster-ma.gov,6
westminstermd.gov,6
westmorelandtn.gov,4
westonct.gov,9
westonma.gov,6
westonwi.gov,4
westoveral.gov,2
westoverwv.gov,7
westplains.gov,6
westpointne.gov,2
westportct.gov,4
westportisland.gov,6
westport-ma.gov,7
westsalemwi.gov,4
weststockbridge-ma.gov,6
westterrehautein.gov,2
westtisbury-ma.gov,4
westutx.gov,4
westwarwickri.gov,2
westwoodhillsks.gov,3
westwood-ma.gov,1
westwoodma.gov,12
westwoodnj.gov,7
westyorkpa.gov,7
wethersfieldct.gov,9
wfbvillage.gov,2
wga.gov,13
wgfl.gov,6
wheatfieldtwpmi.gov,2
wheatridge.gov,4
wheelingil.gov,6
whitefieldnhpd.gov,4
whitefishtownshipmi.gov,2
whitefordtownshipmi.gov,12
whitehallal.gov,7
whitehouseoh.gov,2
whitehousetn.gov,4
whitepinetn.gov,4
whiteplainsny.gov,9
whitesalmonwa.gov,2
whitevillenc.gov,6
whitewaterks.gov,2
whitewater-wi.gov,6
whitman-ma.gov,4
whittieralaska.gov,7
wichitafallstx.gov,13
wichita.gov,4
wickenburgaz.gov,4
wiederkehrvillagear.gov,1
wilbraham-ma.gov,2
wilderky.gov,9
wildwood-fl.gov,2
wildwoodpolice-fl.gov,3
wilkes-barretownship.gov,2
wilkinsburgpa.gov,2
willardohio.gov,4
willardwi.gov,1
williamsaz.gov,4
williamsburgiowa.gov,1
williamsburgva.gov,4
williamsportmd.gov,2
williamstonmipd.gov,4
williamstownma.gov,2
williamstownmi.gov,7
willingboronj.gov,4
willingtonct.gov,2
willistonpdvt.gov,12
willmarmn.gov,12
willoughbyhills-oh.gov,12
willoughbyhillsohio.gov,6
willowsprings-il.gov,2
willspointtx.gov,2
wilmette.gov,12
wilmingtonde.gov,2
wilmington-il.gov,9
wilmingtonma.gov,6
wilmington-nc.gov,4
wilmingtonnc.gov,4
wilson-lincoln-wi.gov,2
wilsonvilleoregon.gov,12
wiltoniowa.gov,7
wiltonmanors.gov,6
wiltonnh.gov,6
winchendon-ma.gov,4
winchester-in.gov,3
winchester-nh.gov,0
winchesterva.gov,6
windcrest-tx.gov,6
windgap-pa.gov,7
windhamct.gov,4
windhamnh.gov,6
windhamvillageoh.gov,2
windsornc.gov,2
windsor-va.gov,4
windsorwi.gov,9
winfieldtownshipmi.gov,1
winkelmanaz.gov,1
winneconnewi.gov,4
winonamn.gov,1
winonatx.gov,7
winooskivt.gov,4
winslowaz.gov,6
winslow-me.gov,2
wintergarden-fl.gov,6
winterportmaine.gov,7
winterset.gov,7
woburnma.gov,4
wonewocwi.gov,2
woodburn-or.gov,4
woodburymn.gov,4
woodcreektx.gov,4
woodfin-nc.gov,7
woodhavenmi.gov,4
woodheights-mo.gov,1
woodlandhills-ut.gov,6
woodlawnky.gov,7
woodridgeil.gov,4
woodsideca.gov,4
woodstockct.gov,4
woodstockga.gov,12
woodstockil.gov,5
woodstocknh.gov,7
woodstockva.gov,7
woodvillageor.gov,7
woodvillems.gov,7
woodvillemspolice.gov,2
woodville-tx.gov,10
woodwaytexas.gov,7
worcesterma.gov,2
worthtownshipmi.gov,1
wrentham.gov,6
wrga.gov,4
wrighttownshipottawami.gov,1
wrighttownshippa.gov,6
wspmn.gov,6
wvc-ut.gov,5
wyandottemi.gov,4
wyckoffnj.gov,4
wyomingmi.gov,2
wyomingohio.gov,4
yakimawa.gov,4
yanceyvillenc.gov,7
yarrowpointwa.gov,4
yatescenter.gov,5
yelmwa.gov,4
yonkersny.gov,7
yorbalindaca.gov,4
yorksc.gov,7
yorktowntx.gov,1
youngstownohio.gov,4
youngsvillela.gov,7
youngsvillenc.gov,7
ypsitownship.gov,4
yucaipa.gov,6
yukonok.gov,6
zilwaukeemichigan.gov,1
zionsville-in.gov,6
anacorteswa.gov,6
berlinmd.gov,2
bisbeeaz.gov,2
childresstexas.gov,7
dublinohiousa.gov,2
lewisborony.gov,7
logantownship-pa.gov,8
memphistn.gov,4
nampapolice.gov,4
pinecitymn.gov,4
sidneymi.gov,1
uticaohio.gov,1
voslwi.gov,4
wenatcheewa.gov,4
westonlakestexas.gov,6
wylietexas.gov,9
yellowsprings.gov,2
abbevillecountysc.gov,1
adamscountyco.gov,4
adamscountyemsoh.gov,1
adamscountyil.gov,6
adamscountyms.gov,3
adamscountyne.gov,10
adamscountyoh.gov,7
adamscountypa.gov,4
aikencountysc.gov,6
aitkincountymn.gov,4
alachuacounty.gov,2
alamancecountync.gov,4
albanycountyny.gov,6
albanycountywy.gov,6
alcorncountyms.gov,4
alexandercounty-nc.gov,1
alexandercountync.gov,4
algercounty.gov,4
alleganyco.gov,1
alleghanycounty-nc.gov,6
allendalecounty.gov,4
alpinecountyca.gov,4
amitecountyms.gov,2
andersoncountysc.gov,4
andersoncountytn.gov,2
andersontownshipoh.gov,6
andrewcountymo.gov,7
androscoggincountyema.gov,1
androscoggincountymaine.gov,6
anokacountymn.gov,1
ansoncountync.gov,4
apachecountyaz.gov,4
appomattoxcountyva.gov,6
aransascountytx.gov,2
arapahoeco.gov,4
arenaccountymi.gov,1
arlingtoncountyva.gov,6
arlingtonva.gov,7
ascensionparishla.gov,10
ashlandcountywi.gov,6
ashtabulacountyprosecutoroh.gov,1
assumptionla.gov,7
assumptionoep-la.gov,6
atlanticcountynj.gov,9
auduboncountyia.gov,7
auglaizecounty-ohio.gov,1
augustacounty-va.gov,1
augustacountyva.gov,1
averycountync.gov,4
avss-nd.gov,2
bacacountyco.gov,2
bakercountyor.gov,13
baldwincountyal.gov,4
baltimorecountymd.gov,3
bambergcountysc.gov,4
bannercountyne.gov,4
bannockcounty.gov,7
barbourcountyal.gov,4
barbourcountyhdwv.gov,6
barnstablecounty-ma.gov,4
barnwellcountysc.gov,2
barrencountyky.gov,4
barroncountywi.gov,6
bartowcountyga.gov,6
batescountymo.gov,7
bathcountyva.gov,7
baxtercountyar.gov,3
baycountyfl.gov,2
baycountyfltax.gov,4
bayvotesfl.gov,22
bcohio.gov,5
beaufortcountync.gov,6
beaufortcountysc.gov,2
beavercountypa.gov,3
beaverheadcountymt.gov,2
bedfordcountytn.gov,1
bedfordcountyva.gov,6
belknapcounty.gov,7
belmontsheriffohio.gov,5
benhillcounty-ga.gov,4
bentoncountyar.gov,11
bentoncountyia.gov,4
bentoncountyms.gov,1
bentoncountyor.gov,6
bentoncountytn.gov,7
benzieco.gov,4
berkeleycountysc.gov,2
berkspa.gov,4
bernco.gov,4
berriencountyga.gov,4
bighorncountymt.gov,7
bighorncountywy.gov,1
bigstonecounty.gov,4
billingscountynd.gov,4
binghamid.gov,1
bladencountync.gov,3
blainecosheriff-ok.gov,1
blainecounty-mt.gov,6
blountcountyal.gov,7
blountsherifftn.gov,7
blounttn.gov,9
blueearthcountymn.gov,4
boerandolphcountyga.gov,1
bondcountyil.gov,4
bondcountysa.gov,2
bonnercoid.gov,4
bonnercountyid.gov,7
bonnevillecountyidaho.gov,6
bonnevillecountyid.gov,6
boonecounty-ar.gov,6
boonecountyfpdmo.gov,9
boonecountyil.gov,2
boonecountyne.gov,7
boonecountywv.gov,4
bossierparishla.gov,6
boswellboropd-pa.gov,1
botetourtva.gov,6
bouldercounty.gov,12
bouldercountyvotes.gov,12
bowmancountynd.gov,2
boxbuttecountyne.gov,6
boydcountyky.gov,4
boylecountyky.gov,2
bradfordcountyfl.gov,4
bradleycountytn.gov,6
brantleycounty-ga.gov,2
braxtoncountywv.gov,2
brazoriacounty.gov,4
brazoriacountytx.gov,6
brazoscountytx.gov,6
breckinridgecountyky.gov,2
brevardfl.gov,4
brookingscountysd.gov,6
brookscountyga.gov,5
broomecountyny.gov,4
browardclerk.gov,2
browardvotes.gov,12
browncoil.gov,6
browncounty-in.gov,1
browncountyne.gov,2
browncountyohio.gov,1
browncountytx.gov,2
browncountywi.gov,4
brunswickcountync.gov,4
brunswickncsheriff.gov,4
bryancountyga.gov,4
buchanancounty-va.gov,2
buchanancountyvirginia.gov,1
buchmo.gov,4
buckscounty.gov,4
buffalocountywi.gov,4
bullittky.gov,4
bullockcountyal.gov,7
bureaucounty-il.gov,1
burkecounty-ga.gov,4
burnettcountywi.gov,5
burtcountyne.gov,7
butlercountyne.gov,7
butlercountypa.gov,4
cabarruscountync.gov,1
cachecounty.gov,9
cachesheriff.gov,7
caddo.gov,7
calaverascounty.gov,12
calcasieuclerk.gov,4
calcasieusheriff.gov,2
calhouncountyal.gov,3
calhouncountyfl.gov,4
calhouncountyflsheriff.gov,1
calhouncountyil.gov,7
calhouncountymi.gov,4
callahancountytx.gov,2
callowaycountyky.gov,1
calumetcounty.gov,12
calvertcountymd.gov,2
camdencountyga.gov,6
camdencountync.gov,4
cameroncopa.gov,4
cameroncountytx.gov,1
campbellcountyky.gov,6
campbellcountyva.gov,7
campbellcountywy.gov,4
candlerco-ga.gov,4
cannoncountytn.gov,1
capecod.gov,4
capecod-ma.gov,4
capemaycountynj.gov,6
capitalalert.gov,0
carlislecounty.gov,7
carltoncountymn.gov,2
carolinecountyva.gov,6
carrollcountyil.gov,6
carrollcountyin.gov,7
carrollcountymd.gov,4
carrollcountymo.gov,1
carrollcountynhdeeds.gov,2
carrollcountyohioelections.gov,4
carrollcountytn.gov,1
carrollcountyva.gov,4
cartercountymo.gov,7
cartercountytn.gov,7
carteretcountync.gov,6
carvercountymn.gov,4
cascadecountymt.gov,4
casscountyil.gov,4
casscountymn.gov,4
casscountynd.gov,4
casscountyne.gov,4
cassia.gov,7
caswellcountync.gov,2
catawbacountync.gov,7
catroncountynm.gov,7
cecilcountymd.gov,2
cecilsheriffmd.gov,2
cecilstatesattorneymd.gov,2
cedarcountymo.gov,2
cedarcountyne.gov,4
centrecountypa.gov,6
centretownshipin.gov,3
chamberscountyal.gov,6
chamberstx.gov,4
champaigncountyil.gov,6
charlescountymd.gov,6
charlottecountyfl.gov,2
charlottecountyva.gov,6
charltoncountyga.gov,1
chasecountyne.gov,7
chathamcountyga.gov,4
chathamcountync.gov,2
chautauquacountyks.gov,2
chavescounty.gov,7
cheathamcountytn.gov,6
chelancountywa.gov,1
chemungcountyny.gov,1
chenangocountyny.gov,4
cherokeecounty-al.gov,2
cherokeecountyga.gov,2
cherokeecounty-ks.gov,2
cherokeecounty-nc.gov,2
cherokeecountysc.gov,4
cherrycountyne.gov,7
chestercountysc.gov,7
chesterfieldcounty.gov,0
chicotcountyar.gov,7
chippewacountymi.gov,6
chippewacountywi.gov,2
chisagocountymn.gov,4
christiancountyil.gov,2
